Company,State,District,Address,Contact,Website,Industry Certification,Printing Sector Category (Offset / Digital / Screen / Flexo / Gravure / Packaging / Publishing / 3D / Label / Signage),"Core Activities (Prepress, Production, Finishing, Quality Control, Design, R&D)"
IPG PRINTING (M) SDN. BHD.,PULAU PINANG,Bayan Lepas,"PLOT 111, BAYAN LEPAS INDUSTRIAL ESTATE, HALA KAMPUNG JAWA, 11900",,When available,,,
JIA IN SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 1644, MK. 10, LORONG BETEK, SUNGAI RAMBAI, 14000 BUKIT MERTAJAM,",,When available,,,
JISHAN PACK SDN. BHD.,PULAU PINANG,Nibong Tebal,"LOT 4281, LORONG INDUSTRI 6, TAMAN PERINDUSTRIAN BUKIT PANCHOR, NIBONG TEBAL, 14300 SPS , PENANG.",,When available,,,
JOTHEE (PENANG) SDN. BHD.,PULAU PINANG,Penang,"NO. 4, 10200 LEBUH PASAR, PULAU PINANG",,When available,,,
JUTAPRINT,PULAU PINANG,Penang,"NO. 2, SOLOK SUNGAI PINANG 3, SUNGAI PINANG, 11600 PULAU PINANG",,When available,,,
K. S. K. PRINTINGS (M) SDN. BHD.,PULAU PINANG,George Town,"NO. 3, JALAN PERUSAHAAN JELUTONG 1, 11600",,When available,,,
KAHOTEX INDUSTRIES SDN. BHD.,PULAU PINANG,Simpang Ampat,"NO. 6, LORONG BINAJAYA SATU, KAWASAN PERINDUSTRIAN RINGAN USAJAYA, 14100 PERMATANG TINGGI, SIMPANG AMPAT, PULAU PINANG.",,When available,,,
KF STICKER & LABEL SDN. BHD.,PULAU PINANG,Bayan Lepas,"NO. 16, JALAN KEDIDI 2, DESARIA, SUNGAI ARA, 11900",,When available,,,
KHENG HWA PAPER PRODUCTS SDN. BHD.,PULAU PINANG,Perai,"LOT 320 & 321, MUKIM 1, KAWASAN PERUSAHAAN PRAI, SEBERANG PRAI TENGAH, 13600",,When available,,,
KIM CHUAN TRADING CO.,PULAU PINANG,Butterworth,"NO. 26, LORONG MURNI 8, TAMAN DESA MURNI, SUNGAI DUA, 13800 BUTTERWORTH, PULAU PINANG.",,When available,,,
KIM HENG PRINTER & PAPER PRODUCTS MFG. TRADING,PULAU PINANG,Butterworth,"NO. 5719, MK 14, BAGAN LALANG, SUNGAI PUYU, 13400",,When available,,,
KONWAY INDUSTRIES SDN. BHD.,PULAU PINANG,Bayan Lepas,"PLOT 78, LEBUHRAYA KAMPUNG JAWA, 11900",,When available,,,
KOPACKLABELS (PG) SDN. BHD.,PULAU PINANG,Butterworth,"NO. 2, TINGKAT SIRAM 3, 12100 BUTTERWORTH, PULAU PINANG.",,When available,,,
KRAFT INDUSTRIES SDN. BHD.,PULAU PINANG,Simpang Ampat,"LOT 711, MUKIM 13, JALAN TOK KANGAR, JURU, 14100",,When available,,,
KUALITI MURNI SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 42-A & 46, LORONG SUKUN SATU, TAMAN SUKUN, MK 14, PERMATANG TINGGI, 14000 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
KWONG WAH YIT POH PRESS BHD.,PULAU PINANG,Penang,"NO. 19, LEBOH PRESGRAVE, 10300",,When available,,,
L.H. LABEL (M) SDN. BHD.,PULAU PINANG,Perai,"NO. 5 & 7, LORONG PERUSAHAAN 3, PRAI INDUSTRIAL ESTATE, 13600",,When available,,,
LABELPAC & PRINT SDN. BHD.,PULAU PINANG,Seberang Perai Tengah,"NO. 7, LPBM 1, KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14100 SEBERANG PERAI TENGAH PULAU PINANG.",,When available,,,
LABELPAC ENTERPRISE SDN. BHD.,PULAU PINANG,Seberang Perai Tengah,"NO. 5, LORONG PERINDUSTRIAN BUKIT MINYAK SATU KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14100 SEBERANG PERAI TENGAH,",,When available,,,
LEAN LEE TRADING CO. SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 891, JALAN KAMPUNG JURU, JURU, 14000 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
LEE & SONS ENTERPRISE SDN. BHD.,PULAU PINANG,Butterworth,"NO. 6907, JALAN MAK MANDIN, MAK MANDIN INDUSTRIAL ESTATE, 13400 BUTTERWORTH, PULAU PINANG",,When available,,,
LEONG SENG PRINTING COMPANY,PULAU PINANG,Penang,"NO. 26, JALAN PERUSAHAAN JELUTONG 1, 11600 PULAU PINANG.",,When available,,,
LGI TECHNOLOGY MALAYSIA SDN. BHD.,PULAU PINANG,Butterworth,"NO. 6, LORONG MAK MANDIN 5/8, KAWASAN PERINDUSTRIAN MAK MANDIN, 13400.
NO. 6 & 8, LORONG MAK MANDIN 5/8, KAWASAN PERINDUSTRIAN MAK MANDIN, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
LIANG LEE ENTERPRISE,PULAU PINANG,Seberang Perai Selatan,"NO. 61, JALAN BESAR, TAMAN REBANA, SUNGAI BAKAP, 14200 SEBERANG PRAI SELATAN, PULAU PINANG.",,When available,,,
LIGENCE SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 116, LORONG KERJASAMA SATU, TAMAN KENANGAN, BUKIT TENGAH, 14000 BUKIT MERTAJAM, PULAU PINANG",,When available,,,
LOYTAPE INDUSTRIES SDN. BHD.,PULAU PINANG,Butterworth,"NO. 1017, LORONG PERUSAHAAN SATU, KAWASAN PERUSAHAAN PERAI, 13600 BUTTERWORTH PULAU PINANG",,When available,,,
LUNAS LABEL SDN. BHD.,PULAU PINANG,Butterworth,"NO. 4, LORONG JELAWAT 8, KAWASAN PERINDUSTRIAN SEBERANG JAYA, 13700 SEBERANG PERAI TENGAH, PULAU PINANG.",,When available,,,
MAC PUBLICATION SDN BHD,PULAU PINANG,Bukit Mertajam,"21, TINGKAT PERUSAHAAN UTAMA 1, KAWASAN PERINDUSTRIAN BUKIT TENGAH, 14000",,When available,,,
MALAYSIA PRINTERS & CONVERTERS SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 15, LORONG BINA JAYA 4, TAMAN PERINDUSTRIAN RINGAN USAHAJAYA, 14100 PERMATANG TINGGI, SEBERANG PRAI TENGAH, PULAU PINANG.",,When available,,,
MARKONO DIGITAL SOLUTIONS (M) SDN. BHD.,PULAU PINANG,Seberang Jaya,"NO. 7, LORONG JELAWAT 4, 13700 SEBERANG JAYA, PULAU PINANG.",,When available,,,
MARRUTII PRESS,PULAU PINANG,Penang,"NO. 3, JALAN KAMPUNG JAWA LAMA, 10150 PULAU PINANG",,When available,,,
MASTER-PACK SDN. BHD.,PULAU PINANG,Nibong Tebal,"NO. 1574, JALAN BUKIT PANCHOR, 14300 NIBONG TEBAL, PULAU PINANG.",,When available,,,
MING TEONG ENTERPRISE,PULAU PINANG,Bukit Mertajam,"NO. 1329, JALAN BUKIT TENGAH, TAMAN INDAH, BUKIT TENGAH, 14000",,When available,,,
MINGWELL (M) SDN. BHD.,PULAU PINANG,George Town,"NO. 177 (GROUND FLOOR), JALAN PERAK, 10150",,When available,,,
MOTIVATING GRAPHIICS OF MALAYSIA SDN. BHD.,PULAU PINANG,Seberang Perai Tengah,"NO. 1478, LORONG PERUSAHAAN MAJU 8, BUKIT TENGAH INDUSTRIAL PARK, 13600,SEBERANG PERAI TENGAH, PULAU PINANG.",,When available,,,
MUDA PAPER CONVERTING SDN BHD,PULAU PINANG,Prai,"NO. 391, JALAN TASEK, 14120 SIMPANG AMPAT, SBERANG PERAI SELATAN, PULAU PINANG.",,When available,,,
MUN LOON PAPER CONVERTING SDN. BHD.,PULAU PINANG,Butterworth,"NO. 11A, JALAN BUNGA RAYA MERAH TIGA, 12300 BUTTERWORTH, PULAU PINANG.",,When available,,,
MX PRINTING INDUSTRY SDN. BHD.,PULAU PINANG,Sungai Pinang,"NO. 17, LORONG SAGAJAYA 2, TAMAN PERINDUSTRIAN SAGAJAYA, 13600 PERAI, PULAU PINANG.",,When available,,,
NAVIYA ARTS & DESIGN,PULAU PINANG,Simpang Ampat,"NO. 48, JALAN SIMPANG AMPAT, TAMAN MERAK, 14100 SIMPANG AMPAT, PULAU PINANG.",,When available,,,
NEWDOT IMAGING SDN. BHD.,PULAU PINANG,Bukit Mertajam,"23, 1ST FLOOR, LORONG INDUSTRI CHEROK TOKUN 2, TAMAN INDUSTRI CHEROK TOKUN,BUKIT MERTAJAM 14000",,When available,,,
NIPPON PIGMENT (M) SDN. BHD.,PULAU PINANG,Perai,"NO. 2479, MK 1, LORONG PERUSAHAAN 8B, PRAI INDUSTRIAL ESTATE, 13600",,When available,,,
NITCO PLASTIC INDUSTRIES SDN BHD,PULAU PINANG,Butterworth,"NO.4, LORONG MURNI 7, TAMAN DESA MURNI, SG. DUA, 13800 BUTTERWORTH PULAU PINANG",,When available,,,
OLH ADS,PULAU PINANG,George Town,"219-N, JALAN BURMA, 10050 GEORGETOWN, PULAU PINANG.",,When available,,,
ONE TEN PRINTING,PULAU PINANG,Butterworth,"NO. 45, LORONG MURNI 10, TAMAN DESA MURNI, SUNGAI DUA, 13800 BUTTERWORTH, PULAU PINANG.",,When available,,,
P.T.S. INDUSTRIES SDN. BHD.,PULAU PINANG,Sungai Dua,"1, 3, 5, LORONG SUNGAI LOKAN 3/1, TAMAN PERINDUSTRIAN SOUTHTECH, 13800 SUNGAI DUA, PULAU PINANG.",,When available,,,
PACIFIC MULTITRADE SDN. BHD.,PULAU PINANG,Penang,"NO. 49-S, LORONG SEMPADAN DUA, 11400 PULAU PINANG.",,When available,,,
PALM PRINTING SOLUTIONS,PULAU PINANG,Bukit Mertajam,"NO. 49, TINGKAT MAJU, PUSAT PERNIAGAAN MAJU JAYA, 14000 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
PAN NORTH PLASTIC INDUSTRIES SDN. BHD.,PULAU PINANG,Bukit Mertajam,"PLOT 16, MUKIM 13, LORONG PERINDUSTRIAN BUKIT MINYAK 8, BUKIT MINYAK INDUSTRIAL PARK, 14100",,When available,,,
PAN-EXCEL PRINTING (PG) SDN. BHD.,PULAU PINANG,AYER ITAM,"NO. 64A, LINTANG ANGSANA, BANDAR BARU AYER ITAM, 11500 AYER ITAM, PULAU PINANG.",,When available,,,
PARKSERN MARKETING SDN. BHD.,PULAU PINANG,Perai,"NO. 2021, SOLOK PERUSAHAAN 3, KAWASAN PERUSAHAAN MIEL, 13600 PRAI, PULAU PINANG.",,When available,,,
PARKSERN PAPER PRODUCTS SDN. BHD.,PULAU PINANG,Perai,"NO. 2021, SOLOK PERUSAHAAN 3, KAWASAN PERUSAHAAN MIEL, 13600 PRAI, PULAU PUNANG.",,When available,,,
PENANG PREMIER PRESS CO. SDN. BHD.,PULAU PINANG,Penang,"NO. 103, JALAN PATANI 10150 PULAU PINANG",,When available,,,
PENCETAK SON HIN SDN. BHD.,PULAU PINANG,Butterworth,"NO. 7050, BAGAN LALLANG, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
PENPAPER SDN. BHD.,PULAU PINANG,Penang,"NO. 332, (GROUND FLOOR) JALAN JELUTONG, 11600 PULAU PINANG.",,When available,,,
PERCETAKAN ALMUARIF SDN. BHD.,PULAU PINANG,Penang,"NO. 173-C, JALAN SUNGAI PINANG, 10150 PULAU PINANG",,When available,,,
PERCETAKAN BOSEN SDN. BHD.,PULAU PINANG,George Town,"NO. 89, JALAN SUNGAI PINANG, 10150",,When available,,,
PERCETAKAN GUAN,PULAU PINANG,George Town,"NO. 8, LEBUH AH QUEE, 10200 PULAU PINANG",,When available,,,
PERCETAKAN LOONG LUEH,PULAU PINANG,Bukit Mertajam,"NO. 27, LORONG KOTA PERMAI 14, TAMAN KOTA PERMAI, 14000",,When available,,,
PERCETAKAN RAINBOW,PULAU PINANG,Penang,"NO. 91, TINGKAT BAWAH, JALAN SIAM, 10400 PULAU PINANG.",,When available,,,
PERCETAKAN THIRUMUGAM,PULAU PINANG,Prai,"NO. 6, TINGKAT BAWAH, BLOK B, JALAN TIGA, TAMAN SRI SERDANG, KEPALA BATAS, 13200 SEBERANG PERAI UTARA, PULAU PINANG",,When available,,,
PERCETAKAN U-TECH SDN. BHD.,PULAU PINANG,Penang,"NO. 7, SOLOK SUNGAI PINANG 4, 11600 PULAU PINANG.
NO. 3, SOLOK SUNGAI PINANG 4, 11600",,When available,,,
PERCETAKAN YALE SDN. BHD.,PULAU PINANG,Bayan Lepas,"NO. 26, LINTANG BERINGIN 4, DIAMOND VALLEY, BATU MAUNG, 11960",,When available,,,
PERCITAKAN PRACTICAL SDN. BHD.,PULAU PINANG,Penang,"NO. 70 & 72, JALAN PERUSAHAAN JELUTONG SATU, 11600 PULAU PINANG",,When available,,,
PERNIAGAAN LEAN LIK,PULAU PINANG,Bukit Mertajam,"NO. 25, LEBUH PERPADUAN, TAMAN ALMA, 14000",,When available,,,
PERNIAGAAN PH'NG,PULAU PINANG,Penang,"NO. 416, JALAN PERAK, 11600 PULAU PINANG.",,When available,,,
PHOENIX PRINTERS SDN. BHD.,PULAU PINANG,George Town,"NO. 6, LEBUH GEREJA, 10200",,When available,,,
PINTRA PRINTING SDN. BHD.,PULAU PINANG,Sungai Pinang,"NO. 20, SOLOK SUNGAI PINANG 4, 11600 PULAU PINANG.",,When available,,,
PLASTICMATE SDN. BHD.,PULAU PINANG,Simpang Ampat,"PLOT 15, LORONG PERINDUSTRIAN BUKIT MINYAK 7, KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14100 SIMPANG AMPAT, PULAU PINANG.",,When available,,,
POKICO PACKAGING SYSTEM SDN. BHD.,PULAU PINANG,Prai,"NO. 4, LORONG NAGASARI 9, TAMAN NAGASARI, 13600 PERAI, PULAU PINANG",,When available,,,
POLYPRINT ENTERPRISE,PULAU PINANG,Bukit Mertajam,"NO. 28, LORONG USAHAJAYA 1, KAW. PERIND. USAHAJAYA, PERMATANG TINGGI, 14000",,When available,,,
PPH PRINTING & PACKAGING (PENANG) SDN. BHD.,PULAU PINANG,Perai,"PLOT 468 & 482, JALAN PERUSAHAAN BARU, KAWASAN PERUSAHAAN PRAI, 13600 PRAI, PULAU PINANG",,When available,,,
PRECISION LABELS SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 4, LORONG IKS JURU 10, TAMAN INDUSTRI RINGAN JURU, 14100 BUKIT MERTAJAM, PULAU PINANG",,When available,,,
PREMIUM PRINTERS SDN. BHD.,PULAU PINANG,George Town,"GROUND FLOOR BISHOP HOUSE, NO. 16, BISHOP STREET, 10200 PULAU PINANG.",,When available,,,
PRESSROOM PRIDE SOLUTION,PULAU PINANG,Perai,"NO. 8, LORONG SAGAJAYA 1, TAMAN PERINDUSTRIAN SAGAJAYA, 13600 PRAI, PULAU PINANG.",,When available,,,
PRIMA ASIANA SDN. BHD.,PULAU PINANG,Sungai Pinang,"NO. 7, SOLOK SUNGAI PINANG 5, SUNGAI PINANG, 11600 PULAU PINANG.",,When available,,,
PRINT-MAX ENTERPRISE,PULAU PINANG,Nibong Tebal,"NO. 8, JALAN AIR LINTAS, TAMAN CENDERAWASIH, 14300",,When available,,,
PRINTO ARTS PRINTING,PULAU PINANG,Butterworth,"NO. 22, JALAN MEWAH 4, TAMAN MEWAH, 12100",,When available,,,
PRINTOUT PACKAGING SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 7, 9 & 11, TINGKAT PERUSAHAAN UTAMA SATU, TAMAN PERINDUSTRIAN BUKIT TENGAH, 14400 Bukit Mertajam, Pulau Pinang.",,When available,,,
PUBLIC PACKAGES (NT) SDN. BHD.,PULAU PINANG,Prai,"NO. 3779, MK 11, NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU PINANG.",,When available,,,
PUBLIC PACKAGES SDN. BHD.,PULAU PINANG,Penang,"PLOT 67, LINTANG KAMPONG JAWA, 11900 BAYAN LEPAS, PULAU PINANG",,When available,,,
R.P. PRINTERS SDN. BHD.,PULAU PINANG,Penang,"MENARA PERDANA, NO. 101-02-01, JALAN GURDWARA, 10300 PULAU PINANG",,When available,,,
RUHO CORPORATION SDN. BHD.,PULAU PINANG,Butterworth,"NO. 334, JALAN SUNGAI PUYU, 13020",,When available,,,
S & A ENTERPRISE,PULAU PINANG,George Town,"NO. 119, LEBUH VICTORIA, 10300.
25, BLOK F, JALAN PERUSAHAAN JELUTONG, 11600 PULAU PINANG.",,When available,,,
S.SENTA PRINTING & TRADING SDN. BHD.,PULAU PINANG,Butterworth,"NO. 64, LEBUHRAYA KAPAL, OFF CHAIN FERRY ROAD, 12100.
2, LORONG JELAWAT 8, SEBERANG JAYA INDUSTRIAL ESTATE, 13700 PERAI, PULAU PINANG.",,When available,,,
SAR YANG PRINTING SDN. BHD.,PULAU PINANG,Seberang Perai,"NO. 23, TINGKAT KERJASAMA 6, BUKIT TENGAH, BUKIT MERTAJAM, 14000",,When available,,,
SCC SWEET ENTERPRISE,PULAU PINANG,Kepala Batas,"NO. 18A, LORONG BERTAM INDAH 12, TAMAN BERTAM INDAH, 13200 KEPALA BATAS, PULAU PINANG.",,When available,,,
SEKI ENTERPRISE,PULAU PINANG,Penang,"BLOCK 101-06-01, MENARA PERDANA, JALAN GURDWARA, 10300 PULAU PINANG.",,When available,,,
SENG WAH TRADING COMPANY,PULAU PINANG,George Town,"NO. 28, JALAN BUKOM, 10150",,When available,,,
SHAN ART PRINTING (M) SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 461, JALAN PERMATANG RAWA, BANDAR PERDA, 14000 BUKIT MERTAJAM,",,When available,,,
SHINGKO PAPER CARTONS (M) SDN. BHD.,PULAU PINANG,Perai,"NO. 20, PUNCAK PERUSAHAAN SATU, KAWASAN KILANG MIEL, 13600 PRAI INDUSTRIAL ESTATE, PRAI,",,When available,,,
SIEH CHERN TRADING SDN. BHD.,PULAU PINANG,Seberang Perai,"NO. 1, LORONG PERUSAHAAN BUKIT MINYAK 3, BUKIT MINYAK INDUSTRIAL PARK, 14100",,When available,,,
SIMPLETAG MANUFACTURING SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 1040 (PLOT 135) JALAN PERINDUSTRIAN BUKIT MINYAK 4, KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14100 SIMPANG AMPAT,",,When available,,,
SINARAN BROS SDN. BHD.,PULAU PINANG,Bayan Lepas,"NO. 1217, JALAN PERMATANG DAMAR LAUT, 11900",,When available,,,
SING KEAT PRINTING,PULAU PINANG,Butterworth,"NO. 7, LORONG CENGAL 6, TAMAN IND. CENGAL, BAGAN LALLANG, 13400",,When available,,,
SOLPRINT ENTERPRISE SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 760 & 761, JALAN KEBUN BARU JURU, TAMAN IKS JURU, 14000 BUKIT MERTAJAM, PULAU PINANG",,When available,,,
SOUTH ISLAND PACKAGING (PG) SDN. BHD.,PULAU PINANG,Perai,"LOT 689, MK. 1, PRAI INDUSTRIAL ESTATE, 13600 PRAI,
LOT 654, MK. 1, PRAI INDUSTRIAL ESTATE, 13600",,When available,,,
SOUTH ISLAND PLASTICS SDN. BHD.,PULAU PINANG,Prai,"PLOT 541, LORONG PERUSAHAAN BARU DUA, PRAI INDUSTRIAL PARK, 13600 PRAI, PULAU PINANG",,When available,,,
SPANSION (PENANG) SDN. BHD.,PULAU PINANG,Bayan Lepas,"PHASE 2, BAYAN LEPAS FREE INDUSTRIAL ZONE, 11900, PULAU PINANG.",,When available,,,
SPICERS LIM,PULAU PINANG,George Town,"NO. 90-L, PERAK LANE, 11600 PULAU PINANG.",,When available,,,
SS GENIUS ENTERPRISE,PULAU PINANG,Simpang Ampat,"NO.112, JALAN TASEK SS/1, BANDAR TASEK MUTIARA, 14120 SIMPANG AMPAT, PULAU PINANG.",,When available,,,
STAR MEDIA GROUP BERHAD,PULAU PINANG,Bayan Lepas,"LOT 9589, JALAN SULTAN AZLAN SHAH MUKIM 12, DAERAH BARAT DAYA, 11900 BAYAN LEPAS, PULAU PINANG.",,When available,,,
STATPAP PRINTING SDN. BHD.,PULAU PINANG,Butterworth,"NO. 31, LORONG MURNI 7, TAMAN DESA MURNI, SUNGAI DUA, 13800",,When available,,,
STICKERMASTERS CORPORATION SDN. BHD.,PULAU PINANG,George Town,"NO. 4, AH QUEE STREET, 10200",,When available,,,
STICKERMATERS CORPORATION SDN.BHD.,PULAU PINANG,George Town,"11-A, LINTANG BERINGIN 3, DIAMOND VALLEY INDUSTRIAL PARK, JALAN PERMATANG DAMAR LAUT, 11960",,When available,,,
STICKERSON TRADING SDN. BHD.,PULAU PINANG,Penang,"NO. 2, JALAN PERUSAHAAN JELUTONG SATU, 11600 PULAU PINANG.",,When available,,,
SUN PRINTERS SDN. BHD.,PULAU PINANG,George Town,"NO. 178 PATANI ROAD, 10150.
NO. 12E & 20, JALAN JELUTONG, 11600 PULAU PINANG",,When available,,,
SUN SUN OFFSET PRESS,PULAU PINANG,George Town,"NO. 22, LEBUH GEREJA, 10200 PULAU PINANG",,When available,,,
SUN SUN PRESS CO.,PULAU PINANG,George Town,"NO. 8, KING STREET, 10200 PULAU PINANG",,When available,,,
SUNRISE PAPER (M) SDN. BHD.,PULAU PINANG,Perai,"2485, LORONG PERUSAHAAN BARU 5, PRAI INDUSTRIAL ESTATE, 13600",,When available,,,
SUNRISEPAC PRINTERS SDN. BHD.,PULAU PINANG,Perai,"NO. 5, LORONG NAGASARI 25, TAMAN NAGASARI, 13600 PRAI, PULAU PINANG.",,When available,,,
SUPERIOR PAPER (M) SDN. BHD.,PULAU PINANG,Permatang Pauh,"NO. 4720, LORONG PERMATANG PAUH, JALAN PERMATANG PAUH, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
SWAN EDUCATIONAL SUPPLIES SDN. BHD.,PULAU PINANG,Butterworth,"NO. 23, LORONG SUNGAI LOKAN 3/3, SUNGAI DUA, 13800",,When available,,,
SWANSON PLASTICS ( MALAYSIA ) SDN. BHD.,PULAU PINANG,Seberang Perai,"PLOT 505, TINGKAT PERUSAHAAN 4A, KAWASAN PERUSAHAAN PERAI, ZON PERDAGANGAN BEBAS, 13600",,When available,,,
SYARIKAT HONG SOON ENTERPRISE,PULAU PINANG,George Town,"NO. 27, IPOH LANE, 11600 PULAU PINANG",,When available,,,
SYARIKAT JASMIN,PULAU PINANG,George Town,"NO. 101-07-02, MENARA PERDANA, JALAN GURDWARA, 10300 PULAU PINANG",,When available,,,
SYARIKAT LAM HOE SDN. BHD.,PULAU PINANG,Butterworth,"NO. 15, LORONG MAK MANDIN DUA, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
SYARIKAT PART CHEE LUM,PULAU PINANG,Penang,"NO. 13, LEBUH KING, 10200 PULAU PINANG.",,When available,,,
SYARIKAT PENCETAK KOON CHONG SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 9, 11, 11A & 15, JALAN SEPAKAT, TAMAN BANDAR JAYA, SEBERANG PERAI TENGAH, 14000",,When available,,,
SYARIKAT PERCETAKAN IRISAN SDN. BHD.,PULAU PINANG,Penang,"NO. 288, GAT LEBUH MACALLUM, 10300 PULAU PINANG.",,When available,,,
SYARIKAT PERNIAGAAN SOON YAIK,PULAU PINANG,Bukit Mertajam,"NO.25,JALAN USAHAJAYA, KAWASAN INDUSTRIAL USAHAJAYA, PERMATANG TINGGI, 14100 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
SYNERGY PRINT SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 57, LORONG IKS JURU 5, KAWASAN PERINDUSTRIAN RINGAN JURU, 14100",,When available,,,
TAI CHONG PRESS SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 1735, JALAN PERMATANG RAWA, 14000 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
TAIYO TECHNOLOGY (MALAYSIA) SDN. BHD.,PULAU PINANG,Seberang Perai Tengah,"NO. 728, JALAN PERINDUSTRIAN BUKIT MINYAK, KAWASAN PERINDUSTRIAN BUKIT MINYAK, 14100 SEBERANG PERAI TENGAH, PULAU PINANG.",,When available,,,
TAN ENG HONG PAPER & STATIONERY SDN. BHD.,PULAU PINANG,Butterworth,"NO. 5761, JALAN RAJA UDA, 12300.
PLOT 266, KAWASAN PERINDUSTRIAN PERAI, 13600",,When available,,,
TAN SENG LEE PLASTIC (M) SDN. BHD.,PULAU PINANG,Bukit Mertajam,"LOT 262, MK 19, MENGKUANG TITI, JALAN ARA KUDA, 14000",,When available,,,
TATYEN PRESS SDN. BHD.,PULAU PINANG,George Town,"NO. 72, LEBUH NOORDIN, 10300 PULAU PINANG",,When available,,,
TEAM PRINTERS SDN. BHD.,PULAU PINANG,Seberang Perai,"NO. 1260, JALAN BARU, 13700 SEBERANG PERAI, PULAU PINANG.",,When available,,,
TGL PACKAGING SDN. BHD.,PULAU PINANG,Perai,"PLOT 1433, TINGKAT PERUSAHAAN 6, PRAI INDUSTRIAL ESTATE, 13600 PRAI, PULAU PINANG.",,When available,,,
THE MALAYAN PRESS (PG) SDN. BHD.,PULAU PINANG,Penang,"NO. 7, LEBUH GEREJA, 10200 PULAU PINANG",,When available,,,
THE NEW STRAITS TIMES PRESS (M) BERHAD,PULAU PINANG,Butterworth,"LOT 322 & 323, KAWASAN PERINDUSTRIAN PRAI, SEBERANG PRAI, 13600",,When available,,,
TIAN SWEE SDN. BHD.,PULAU PINANG,Bukit Mertajam,"NO. 4473, MK 11, KAMPUNG NANAS, BUKIT TENGAH, 14000 BUKIT MERTAJAM, PULAU PINANG.",,When available,,,
TL LASER PRINT & ENTERPRISE,PULAU PINANG,Sungai Bakap,"NO.4, JALAN SERI AMAN 5, PUSAT PERNIAGAAN SERI AMAN, 14200",,When available,,,
TOP CARDS SDN. BHD.,PULAU PINANG,Butterworth,"NO. 72 & 74, LORONG MAK MANDIN 5/3, PUSAT PERINDUSTRIAN MAK MANDIN, 13400",,When available,,,
TOPPAN MOORE TECHNOLOGIES (M) SDN. BHD.,PULAU PINANG,Butterworth,"28, LORONNG MAK MANDIN SATU, KAWASAN PERINDUSTRIAN MAK MANDIN, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
TOSIN PACKAGING (M) SDN. BHD.,PULAU PINANG,Perai,"PLOT 380, LORONG PERUSAHAAN 8C, PRAI INDUSTRIAL ESTATE, 13600 PRAI, PULAU PINANG",,When available,,,
TOTAL LABEL INDUSTRIES (M) SDN. BHD.,PULAU PINANG,"Simpang Ampat, S.P.T","NO. 1 & 3, LORONG ASASJAYA 4, KAWASAN INDUSTRI RINGAN ASASJAYA, BUKIT MINYAK, 14100 SIMPANH AMPAT, PULAU PINANG.",,When available,,,
TRADE LABELS SDN. BHD.,PULAU PINANG,Bayan Lepas,"101-H, LINTANG KAMPUNG JAWA, 11900 BAYAN LEPAS, PULAU PINANG.
NO. 11, TINGKAT PERUSAHAAN 3A, KAWASAN PERUSAHAAN PRAI, 13600 PRAI, PULAU PINANG",,When available,,,
TRAMPS LABELLING SDN. BHD.,PULAU PINANG,Simpang Ampat,"NO. 22, LORONG IKS JURU 7, TAMAN PERINDUSTRIAN RINGAN JURU, 14100",,When available,,,
TYC PRINTING TRADING,PULAU PINANG,Butterworth,"NO. 63, LORONG TERAS JAYA 2, KAWASAN INDUSTRI RINGAN TERAS JAYA, 13400 BUTTERWORTH, PULAU PINANG.",,When available,,,
UBEE PRINTING ENTERPRISE,PULAU PINANG,Bukit Mertajam,"NO. 32, LORONG PERDA UTAMA 8, BANDAR PERDA PERMATANG ROTAN, 14000",,When available,,,
ULTIMATE PRINT SDN BHD,PULAU PINANG,Perai,"PLOT 61, LORONG PERUSAHAAN MAJU 3, PRAI INDUSTRIAL ESTATE, 13600",,When available,,,
